DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
191504733,1/14/2019,1/12/2014,1210,15,N Hollywood,1504,310,BURGLARY,1414 0382 0344 1602 1609,44,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,7100    LANKERSHIM                   BL,,"(34.2045, -118.392)"
191904625,1/14/2019,9/18/2016,1200,19,Mission,1925,354,THEFT OF IDENTITY,1822,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12500    RALSTON                      AV,,"(34.2975, -118.4528)"
190204724,1/14/2019,4/1/2017,1800,2,Rampart,275,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0431,40,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,1000 S  WESTLAKE                     AV,,"(34.0512, -118.2787)"
191904717,1/14/2019,11/1/2017,1600,19,Mission,1902,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0416 1276 2000,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,FOOTHILL                     BL,TYLER,"(34.3183, -118.4443)"
191604489,1/15/2019,8/1/2013,1,16,Foothill,1621,121,"RAPE, FORCIBLE",0522 0527 1814 2000 1813 0500 0400,26,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,13800    JUDD                         ST,,"(34.2615, -118.4335)"
191104750,1/15/2019,1/30/2015,1200,11,Northeast,1129,940,EXTORTION,0100 0337 0443 1202 2021,58,M,K,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),511,VERBAL THREAT,IC,Invest Cont,940,,,,6500    YORK                         BL,,"(34.114, -118.1801)"
191104730,1/15/2019,5/1/2016,600,11,Northeast,1125,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5000    LINCOLN                      AV,,"(34.1206, -118.2071)"
191704795,1/15/2019,2/1/2016,800,17,Devonshire,1795,354,THEFT OF IDENTITY,1822 0926,26,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,18000    PARTHENIA                    ST,,"(34.2287, -118.5252)"
190205465,1/15/2019,7/1/2017,800,2,Rampart,256,860,BATTERY WITH SEXUAL CONTACT,522,11,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,600 S  WESTLAKE                     AV,,"(34.059, -118.2736)"
191304806,1/15/2019,3/1/2017,700,13,Newton,1385,813,CHILD ANNOYING (17YRS & UNDER),0556 1259 0503,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,,,,300 E  60TH                         ST,,"(33.9852, -118.2696)"
192004712,1/15/2019,12/1/2017,1200,20,Olympic,2039,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1814 2000,27,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,956,,,,2800    LEEWARD                      AV,,"(34.0588, -118.2842)"
191004644,1/16/2019,1/2/2014,900,10,West Valley,1088,354,THEFT OF IDENTITY,0377 1822 0928,30,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,16300    VENTURA                      BL,,"(34.157, -118.488)"
191704797,1/16/2019,4/1/2014,1200,17,Devonshire,1756,354,THEFT OF IDENTITY,1822,45,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17600    LEMARSH                      ST,,"(34.2555, -118.5176)"
190304972,1/16/2019,2/5/2016,1200,3,Southwest,341,440,THEFT PLAIN - PETTY ($950 & UNDER),344,53,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,5400    SANCHEZ                      DR,,"(34.0168, -118.3624)"
191704783,1/16/2019,9/17/2016,1700,17,Devonshire,1713,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 0421 0422 1813,59,F,A,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,18500    CALLE VISTA                  CI,,"(34.2825, -118.537)"
191804892,1/16/2019,1/1/2016,600,18,Southeast,1826,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1812 1279 0416,14,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,STICK,AO,Adult Other,627,,,,9300    MAIE                         AV,,"(33.9524, -118.2446)"
190105028,1/16/2019,12/1/2017,1600,1,Central,182,440,THEFT PLAIN - PETTY ($950 & UNDER),344,42,F,A,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,440,,,,400 W  OLYMPIC                      BL,,"(34.0423, -118.2595)"
191904704,1/16/2019,4/1/2017,1200,19,Mission,1909,354,THEFT OF IDENTITY,0929 0928 1822,34,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12900    AZTEC                        ST,,"(34.3235, -118.4145)"
190105569,1/17/2019,7/17/2013,700,1,Central,155,121,"RAPE, FORCIBLE",0533 0913 0500,22,F,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,200 E  6TH                          ST,,"(34.0448, -118.2474)"
190204858,1/17/2019,8/26/2015,1000,2,Rampart,245,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 0503 0509 0558 1219 1251 0602,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,2300    OCEAN VIEW                   AV,,"(34.0629, -118.2754)"
190604783,1/17/2019,6/1/2015,1,6,Hollywood,627,354,THEFT OF IDENTITY,0930 0377,42,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2400    CHEREMOYA                    AV,,"(34.1133, -118.3208)"
190204856,1/17/2019,1/1/2017,600,2,Rampart,275,354,THEFT OF IDENTITY,100,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 S  BURLINGTON                   AV,,"(34.0503, -118.2765)"
190204878,1/17/2019,6/5/2017,2200,2,Rampart,269,860,BATTERY WITH SEXUAL CONTACT,0551 1913,24,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,700 S  BIXEL                        ST,,"(34.0509, -118.2642)"
190804706,1/17/2019,11/15/2017,1800,8,West LA,839,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 0421,46,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,10000    SANTA MONICA                 BL,,"(34.064, -118.4141)"
190804728,1/17/2019,1/17/2017,1740,8,West LA,815,310,BURGLARY,0342 0358 1822 1609 0321,38,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,400    LEVERING                     AV,,"(34.0692, -118.4578)"
190504772,1/18/2019,1/1/2010,1,5,Harbor,564,354,THEFT OF IDENTITY,1822 1202,53,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 S  PALOS VERDES                 ST,,"(33.7424, -118.2813)"
191804991,1/18/2019,9/3/2013,1200,18,Southeast,1835,354,THEFT OF IDENTITY,0929 1822,18,M,V,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 E  106TH                        ST,,"(33.9396, -118.2504)"
191604591,1/18/2019,9/1/2014,2000,16,Foothill,1677,121,"RAPE, FORCIBLE",2000 1814 0510 0522 0527,18,F,H,508,FRAT HOUSE/SORORITY/DORMITORY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,7500    GLENOAKS                     BL,,"(34.2068, -118.3416)"
190105184,1/18/2019,2/1/2015,1,1,Central,153,354,THEFT OF IDENTITY,377,24,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 S  BROADWAY,,"(34.0467, -118.252)"
190904817,1/18/2019,12/1/2015,1200,9,Van Nuys,939,354,THEFT OF IDENTITY,0377 1822 0928,68,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6200    MORSE                        AV,,"(34.1853, -118.4155)"
191905077,1/18/2019,11/1/2015,900,19,Mission,1917,760,LEWD/LASCIVIOUS ACTS WITH CHILD,0522 0537 0536 1258 0551 1817,14,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,760,,,,14000    ASTORIA                      ST,,"(34.312, -118.4383)"
191704938,1/18/2019,9/30/2017,800,17,Devonshire,1745,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1906 0421 1912 0443,42,M,O,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,930,,,,17500    CHATSWORTH                   ST,,"(34.2649, -118.5154)"
190305216,1/19/2019,1/7/2013,2200,3,Southwest,321,820,ORAL COPULATION,1305 0913 0342 1309 0507,17,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,820,,,,LA CIENEGA,RODEO                        RD,"(34.0217, -118.3723)"
190904871,1/19/2019,6/7/2017,1800,9,Van Nuys,981,330,BURGLARY FROM VEHICLE,0344 1300,41,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,4400 N  SEPULVEDA                    BL,,"(34.15, -118.4674)"
191704923,1/19/2019,8/19/2017,1700,17,Devonshire,1735,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1501,51,F,W,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,440,,,,17900    CHATSWORTH                   ST,,"(34.2684, -118.5149)"
191805028,1/19/2019,11/15/2017,1300,18,Southeast,1802,440,THEFT PLAIN - PETTY ($950 & UNDER),344,34,F,B,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,,,,8700 S  BROADWAY,,"(33.9587, -118.2782)"
191805166,1/19/2019,1/19/2017,1640,18,Southeast,1806,440,THEFT PLAIN - PETTY ($950 & UNDER),344,37,F,H,108,PARKING LOT,,,IC,Invest Cont,440,,,,600 E  89TH                         ST,,"(33.9556, -118.2651)"
191805282,1/19/2019,6/25/2017,1,18,Southeast,1801,946,OTHER MISCELLANEOUS CRIME,1501,-1,M,O,726,POLICE FACILITY,,,IC,Invest Cont,946,,,,9000    MENLO                        AV,,"(33.9551, -118.2904)"
192104796,1/19/2019,12/9/2017,1200,21,Topanga,2142,354,THEFT OF IDENTITY,1822,51,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,23400    GILMORE                      ST,,"(34.1874, -118.6369)"
190504888,1/20/2019,8/3/2015,1200,5,Harbor,585,121,"RAPE, FORCIBLE",1259 0527 0503 0522 1804 0913 0537,17,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,2000 S  PACIFIC                      AV,,"(33.7243, -118.2963)"
190605967,1/21/2019,1/1/2013,1,6,Hollywood,666,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0500 0522,7,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,6400    LEXINGTON                    AV,,"(34.0926, -118.3289)"
191405352,1/21/2019,6/23/2013,1,14,Pacific,1455,354,THEFT OF IDENTITY,1822,41,F,B,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,12400    WAGNER                       ST,,"(33.9903, -118.42)"
191305049,1/21/2019,2/1/2015,1000,13,Newton,1393,354,THEFT OF IDENTITY,0100 0927 1822,25,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 W  71ST                         ST,,"(33.9756, -118.2739)"
191205562,1/21/2019,7/1/2017,1600,12,77th Street,1257,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),522,3,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,600 W  77TH                         ST,,"(33.9698, -118.2842)"
191205564,1/21/2019,7/1/2017,1600,12,77th Street,1257,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),522,3,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,600 W  77TH                         ST,,"(33.9698, -118.2842)"
190404890,1/22/2019,1/1/2010,1,4,Hollenbeck,477,354,THEFT OF IDENTITY,100,11,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900 S  MOTT                         ST,,"(34.0332, -118.213)"
192005022,1/22/2019,1/22/2015,5,20,Olympic,2046,624,BATTERY - SIMPLE ASSAULT,0408 0416 1810,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,900 S  KENMORE                      AV,,"(34.0559, -118.2965)"
191004909,1/22/2019,1/1/2016,800,10,West Valley,1045,354,THEFT OF IDENTITY,1822,45,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5900    ALONZO                       AV,,"(34.1783, -118.5224)"
192104956,1/22/2019,1/1/2016,1,21,Topanga,2129,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0552 1258 1601,4,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,627,,,,19900    LORNE                        ST,,"(34.2172, -118.5667)"
190604983,1/22/2019,6/20/2017,1200,6,Hollywood,647,354,THEFT OF IDENTITY,377,20,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600    VINE                         ST,,"(34.0998, -118.3267)"
190604994,1/22/2019,6/1/2017,900,6,Hollywood,644,354,THEFT OF IDENTITY,377,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 N  ALTA VISTA                   BL,,"(34.0962, -118.3471)"
191004897,1/22/2019,7/31/2017,1200,10,West Valley,1005,354,THEFT OF IDENTITY,1402,31,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8000    ZELZAH                       AV,,"(34.2157, -118.5246)"
191604774,1/22/2019,9/1/2017,1200,16,Foothill,1684,354,THEFT OF IDENTITY,0377 0928 1822,34,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7800    LAUREL CANYON                BL,,"(34.2121, -118.3965)"
191705003,1/22/2019,10/5/2017,1000,17,Devonshire,1752,354,THEFT OF IDENTITY,1822,34,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,10000    DE SOTO                      AV,,"(34.2518, -118.5886)"
191904990,1/22/2019,12/11/2017,1000,19,Mission,1999,649,DOCUMENT FORGERY / STOLEN FELONY,0923 0928,70,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,8200    CANTALOUPE                   AV,,"(34.2193, -118.435)"
190205146,1/23/2019,1/1/2010,1,2,Rampart,285,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0556 0913 0400 0503 0515 0522 1258,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,1600 W  11TH                         ST,,"(34.0477, -118.2751)"
191305139,1/23/2019,10/1/2015,1,13,Newton,1343,354,THEFT OF IDENTITY,100,45,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1000 E  41ST                         ST,,"(34.0092, -118.2581)"
191805279,1/23/2019,10/1/2017,1200,18,Southeast,1841,354,THEFT OF IDENTITY,100,62,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 W  109TH                        PL,,"(33.9365, -118.2848)"
191905047,1/23/2019,3/25/2017,1200,19,Mission,1901,310,BURGLARY,344,31,F,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,16000    FOOTHILL                     BL,,"(34.3261, -118.4889)"
190805046,1/24/2019,1/11/2010,1500,8,West LA,898,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,-8,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,440,,,,2900 S  ROBERTSON                    BL,,"(34.0349, -118.3893)"
191205669,1/24/2019,8/8/2013,600,12,77th Street,1265,354,THEFT OF IDENTITY,1822 0100,25,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 W  80TH                         ST,,"(33.9664, -118.3003)"
190106002,1/24/2019,10/1/2015,1200,1,Central,195,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 0558 1259 0915,17,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,810,,,,1800 S  MAIN                         ST,,"(34.0317, -118.2641)"
190404974,1/24/2019,1/1/2016,1,4,Hollenbeck,449,121,"RAPE, FORCIBLE",0400 1251 0913 0503,22,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,2900    MARENGO                      ST,,"(34.0545, -118.1949)"
190905138,1/24/2019,11/19/2016,1200,9,Van Nuys,926,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,41,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,740,,,,14100    LEMAY                        ST,,"(34.192, -118.44)"
191004990,1/24/2019,1/30/2016,1900,10,West Valley,1021,860,BATTERY WITH SEXUAL CONTACT,0522 1259,14,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,19400    HART                         ST,,"(34.1975, -118.5555)"
191505203,1/24/2019,1/1/2016,630,15,N Hollywood,1511,354,THEFT OF IDENTITY,0930 0928 1822,27,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7300    FULTON                       AV,,"(34.2029, -118.4225)"
190306889,1/24/2019,1/24/2017,1200,3,Southwest,376,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0503 0532 1251 1258 0913,5,M,B,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,3900 S  HOBART                       BL,,"(34.0146, -118.3078)"
190905151,1/24/2019,1/1/2017,1200,9,Van Nuys,946,662,"BUNCO, GRAND THEFT",0344 0800 0930 1702 1822,80,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,5700    MURIETTA                     AV,,"(34.174, -118.4389)"
191405509,1/24/2019,6/27/2017,1800,14,Pacific,1469,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,46,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,6800    LA TIJERA                    BL,,"(33.9773, -118.3718)"
191505200,1/24/2019,5/30/2017,1,15,N Hollywood,1599,354,THEFT OF IDENTITY,0377 1202 0928,62,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3400    BONNIE HILL                  DR,,"(34.13, -118.354)"
190805057,1/25/2019,2/15/2013,1,8,West LA,807,310,BURGLARY,0344 0352 1221 1606,32,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,1200 N  BEVERLY GLEN                 BL,,"(34.0954, -118.4407)"
191905213,1/25/2019,1/1/2015,1,19,Mission,1995,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0527 0360 1258 1817 0510 0536 0537,5,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,760,812,,,14700    BLYTHE                       ST,,"(34.2152, -118.4531)"
190605343,1/25/2019,5/1/2017,1,6,Hollywood,657,354,THEFT OF IDENTITY,0377 0928,27,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5500    SIERRA VISTA                 AV,,"(34.0896, -118.3114)"
190905194,1/25/2019,11/23/2017,1300,9,Van Nuys,926,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,53,M,H,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,341,,,,6400    TYRONE                       AV,,"(34.1867, -118.4444)"
191604882,1/25/2019,12/25/2017,1300,16,Foothill,1602,330,BURGLARY FROM VEHICLE,0344 1300 1307,35,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,12200    FOOTHILL                     BL,,"(34.2809, -118.4018)"
191604949,1/25/2019,7/8/2017,700,16,Foothill,1606,354,THEFT OF IDENTITY,0377 0931 0913,51,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11300    KAGEL CANYON                 ST,,"(34.2817, -118.379)"
190905236,1/26/2019,6/1/2013,600,9,Van Nuys,994,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1257 0522 0515,0,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,4000    MURIETTA                     AV,,"(34.1429, -118.4351)"
190905237,1/26/2019,6/1/2013,600,9,Van Nuys,994,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1258 0522 0515,6,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,4000    MURIETTA                     AV,,"(34.1429, -118.4351)"
190905238,1/26/2019,6/1/2013,600,9,Van Nuys,994,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1258 0522 0515,3,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,4000    MURIETTA                     AV,,"(34.1429, -118.4351)"
191105326,1/26/2019,10/22/2013,1200,11,Northeast,1136,354,THEFT OF IDENTITY,0100 0928 1822,31,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3400    VERDUGO VISTA                TR,,"(34.1169, -118.2206)"
190805115,1/26/2019,1/1/2014,1200,8,West LA,855,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,50,M,W,602,BANK,,,IC,Invest Cont,341,,,,1500    WESTWOOD                     BL,,"(34.0541, -118.4407)"
191604916,1/26/2019,1/20/2014,1400,16,Foothill,1681,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,12200    ROSCOE                       BL,,"(34.2217, -118.3987)"
190705150,1/26/2019,5/1/2016,1200,7,Wilshire,747,121,"RAPE, FORCIBLE",0527 0400 0531 1817,40,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,5100    EDGEWOOD                     PL,,"(34.0552, -118.3418)"
191005097,1/26/2019,4/1/2017,1200,10,West Valley,1061,354,THEFT OF IDENTITY,1822,36,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,19500    VENTURA                      BL,,"(34.1728, -118.5578)"
191505275,1/26/2019,4/6/2017,1,15,N Hollywood,1526,354,THEFT OF IDENTITY,0377 1822,39,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6300    LANKERSHIM                   BL,,"(34.1849, -118.3867)"
191405642,1/27/2019,2/20/2014,1800,14,Pacific,1441,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,PACIFIC                      AV,29TH                         AV,"(33.9809, -118.4665)"
191406125,1/27/2019,1/24/2014,2015,14,Pacific,1494,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,27,F,W,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341,,,,600    WORLD                        WY,,"(33.943, -118.4035)"
190105761,1/27/2019,3/6/2015,900,1,Central,195,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1400    MAPLE                        AV,,"(34.0335, -118.2619)"
190905365,1/28/2019,7/1/2013,1200,9,Van Nuys,943,354,THEFT OF IDENTITY,0377 1822,25,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5400    TYRONE                       AV,,"(34.1686, -118.4443)"
190305871,1/28/2019,12/1/2015,1200,3,Southwest,373,354,THEFT OF IDENTITY,1202 0100 0928,83,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3900    HUBERT                       AV,,"(34.0142, -118.3281)"
191600571,1/28/2019,1/1/2015,1200,16,Foothill,1617,122,"RAPE, ATTEMPTED",0212 0500 0507 0508 0522 0556 1251 1259 1601 1402,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,122,998,,,10500    FLORALITA                    AV,,"(34.2597, -118.3179)"
191505366,1/28/2019,1/26/2016,1200,15,N Hollywood,1545,354,THEFT OF IDENTITY,0377 1822,49,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11900    MAGNOLIA                     BL,,"(34.1649, -118.3922)"
190305804,1/28/2019,7/1/2017,1200,3,Southwest,395,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,416,2,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,235,,,,1900 W  43RD                         ST,,"(34.0055, -118.3138)"
190305813,1/28/2019,7/1/2017,1200,3,Southwest,395,237,CHILD NEGLECT (SEE 300 W.I.C.),1501,4,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,237,,,,1900 W  43RD                         ST,,"(34.0055, -118.3138)"
