APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,,,,,,,
2004017021,10/19/2018,Single Family,22438 W MICHALE ST,,CA,,12,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2229036002,3/8/2018,Single Family,17606 W BESSEMER ST,LOS ANGELES,CA,91316,5,US Bank National Association,,,,,,,
5216007005,1/5/2018,Multi-Family,2412 N EASTERN AVE,LOS ANGELES,CA,90032,14,Rushmore Loan Management Services LLC,,,,,,,
2031004049,1/8/2018,Single Family,24647 W GARDENSTONE LANE,LOS ANGELES,CA,91307,12,"Ocwen Loan Servicing, LLC",,,,,,,
2531026025,1/19/2018,Single Family,11654 N GLADSTONE AVE,LOS ANGELES,CA,91342,7,"Fay Servicing, LLC",,,,,,,
2017032016,12/19/2018,Single Family,7632 N WISCASSET DR,LOS ANGELES,CA,91304,12,"PS Funding, Inc.",,,,,,,
4357002008,5/25/2018,Single Family,1831 N BENEDICT CANYON DR,LOS ANGELES,CA,90210,5,Shellpoint Mortgage,,,,,,,
2552024041,1/9/2018,Single Family,7703 W WENTWORTH ST,LOS ANGELES,CA,91042,7,Nationstar Mortgage LLC,,,,,,,
5113009008,1/1/2018,Single Family,279 E 43RD ST,LOS ANGELES,CA,90011,9,US Bank NA C/O Select Portfolio Servicing,,,,,,,
2263014018,1/10/2018,Single Family,15025 W VALLEYHEART DR,LOS ANGELES,CA,91403,4,Nationstar Mortgage LLC,,,,,,,
5562010010,12/12/2018,Single Family,8655 W APPIAN WAY,HOLLYWOOD,CA,90046,4,Mr. Cooper,,,,,,,
6039011007,1/3/2018,Non-Residential,9431 S FIGUEROA ST,LOS ANGELES,CA,90044,8,Carrington Mortgage Services,,,,,,,
5080010041,12/17/2018,Multi-Family,3037 W 12TH ST,LOS ANGELES,CA,90006,10,Mr. Cooper,,,,,,,
6014034020,10/5/2018,Single Family,1223 W FLORENCE AVE,LOS ANGELES,CA,90044,8,Fay Servicing LLC - Eric Moore,,,,,,,
2184024031,11/20/2018,Vacant Residential,4972 N CHIMINEAS AVE,LOS ANGELES,CA,91356,3,AMIP Management,,,,,,,
4326003067,1/29/2018,Single Family,10550 W WILSHIRE BLVD 1-50,,CA,,5,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
6068012030,9/5/2018,Single Family,10838 S WEIGAND AVE,LOS ANGELES,CA,90059,15,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
6031009009,1/1/2018,Multi-Family,343 1/2 W 75TH ST,LOS ANGELES,CA,90003,9,Deutsche Bank c/o Select Portfolio Servicing,,,,,,,
5690003021,1/4/2018,Single Family,1307 W LINDA ROSA AVE,LOS ANGELES,CA,90041,14,"Ocwen Loan Servicing, LLC",,,,,,,
5022009020,6/20/2018,Multi-Family,2035 1/2 W VERNON AVE,LOS ANGELES,CA,90062,8,"Select Portfolio Servicing, Inc.",,,,,,,
2601059003,1/2/2018,Single Family,17859 W ORNA DR,LOS ANGELES,CA,91344,12,Flagstar Bank,,,,,,,
2116001039,11/1/2018,Single Family,7312 N CORBIN AVE,LOS ANGELES,CA,91335,3,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2045025033,11/7/2018,Single Family,23755 W BURBANK BLVD,WOODLAND HILLS,CA,99999,3,East West Bank,,,,,,,
6019002005,10/4/2018,Single Family,1340 W 73RD ST,LOS ANGELES,CA,90044,8,Freedom Mortgage Corporation,,,,,,,
2274018002,8/28/2018,Single Family,14242 W MILLBROOK DR,,CA,,4,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
5007017026,8/29/2018,Single Family,5449 S HILLCREST DR,LOS ANGELES,CA,90043,8,US BANK NA co SELECT PORTFOLIO SERVICING,,,,,,,
2287012064,1/1/2018,Single Family,3418 N ALGINET DR,LOS ANGELES,CA,91436,5,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
7459017015,11/29/2018,Single Family,1121 S DOLPHIN ST,SAN PEDRO,CA,90732,15,Flagstar,,,,,,,
6063018020,10/29/2018,Single Family,231 E 105TH ST,LOS ANGELES,CA,90003,8,"Select Portfolio Servicing, Inc.",,,,,,,
2112030064,8/28/2018,Single Family,21021 W GAULT ST,LOS ANGELES,CA,91303,3,SELENE FINANCE LP,,,,,,,
2410002006,1/11/2018,Single Family,7433 N CRANER AVE,LOS ANGELES,CA,91352,2,CALIBER HOME LOANS,,,,,,,
6015033012,1/1/2018,Single Family,1414 W 71ST ST,LOS ANGELES,CA,90047,8,"Deutsche Bank, c/o Select Portfolio Servicing",,,,,,,
5013007019,7/6/2018,Single Family,5136 S BRYNHURST AVE,LOS ANGELES,CA,90043,8,Deutsche Bank N.T.C. c/o Select Portfolio Servicing,,,,,,,
2429012012,10/31/2018,Single Family,3228 N BENNETT DR,LOS ANGELES,CA,90068,4,US Bank NA as Trustee for LSF9 Master Participation Trust,,,,,,,
5163008134,8/31/2018,Multi-Family,607 E TRACTION AVE,,CA,,14,Nationstar Mortgage LLC,,,,,,,
2023021019,12/20/2018,Single Family,22314 W COHASSET ST,LOS ANGELES,CA,91303,3,Shellpoint Mortgage Servicing,,,,,,,
2531025021,1/10/2018,Single Family,11871 N VANPORT AVE,LOS ANGELES,CA,91342,7,Nationstar Mortgage LLC,,,,,,,
2310012026,11/30/2018,Single Family,12010 W WILLARD ST,LOS ANGELES,CA,91605,6,East West Bank,,,,,,,
2169023025,1/31/2018,Single Family,5026 N LLANO DR,LOS ANGELES,CA,91364,3,Trustee Corp,,,,,,,
2723021184,10/18/2018,Single Family,11250 N SIERRA PASS PL,LOS ANGELES,CA,91311,12,Carrington Mortgage Services,,,,,,,
2317013023,1/5/2018,Multi-Family,11923 W RUNNYMEDE ST,LOS ANGELES,CA,91605,2,"Ocwen Loan Servicing, LLC",,,,,,,
6117030015,11/19/2018,Single Family,802 W 132ND ST,LOS ANGELES,CA,90247,15,Champion Mortgage,,,,,,,
6055009049,1/5/2018,Single Family,1448 W 94TH PL,LOS ANGELES,CA,90047,8,Selene Finance LP,,,,,,,
2667002005,10/12/2018,Single Family,16058 W SAN FERNANDO MISSION BLVD,LOS ANGELES,CA,91344,12,Celink,,,,,,,
5066018019,12/14/2018,Single Family,1776 S HAYWORTH ST,LOS ANGELES,CA,90035,10,Wells Fargo Bank N.A.,,,,,,,
2032026053,1/1/2018,Single Family,24756 W EILAT ST,LOS ANGELES,CA,91367,3,"Deutsche Bank, c/o Select Portfolio Servicing",,,,,,,
2258003010,10/6/2018,Single Family,5415 N AMESTOY AVE,LOS ANGELES,CA,91316,5,Shellpoint Mortgage Servicing,,,,,,,
2340014014,6/1/2018,Single Family,5848 N WILKINSON AVE,LOS ANGELES,CA,91607,2,"Ocwen Loan Servicing, LLC",,,,,,,
6033006009,1/2/2018,Single Family,8009 S MARIPOSA AVE,LOS ANGELES,CA,90044,8,CitiMortgage,,,,,,,
7413025941,12/14/2018,Multi-Family,25510 S BAYSIDE PL,LOS ANGELES,CA,90710,15,Wells Fargo Bank N.A.,,,,,,,
5023015006,1/1/2018,Single Family,4229 S 7TH AVE,LOS ANGELES,CA,90008,10,U.S. Bank NA C/O Select Portfolio Servicing,,,,,,,
4431038031,10/17/2018,Single Family,16865 W CALLE BELLEVISTA,LOS ANGELES,CA,90272,11,JP Morgan Chase NA,,,,,,,
2822031002,1/4/2018,Single Family,11412 N DORAL AVE,LOS ANGELES,CA,91326,12,"Ocwen Loan Servicing, LLC",,,,,,,
5565001017,1/1/2018,Single Family,2776 N LAUREL CANYON PL,LOS ANGELES,CA,90046,4,The Bank of New York Mellon C/O Select Portfolio Servicing,,,,,,,
5029039008,1/19/2018,Single Family,4047 S CLOVERDALE AVE,LOS ANGELES,CA,90008,10,Wells Fargo Bank N.A.,,,,,,,
2701039008,11/19/2018,Single Family,20118 W VIA CELLINI,LOS ANGELES,CA,91326,12,Seal Rock,,,,,,,
2169004016,10/10/2018,Single Family,5207 N DON PIO DR,LOS ANGELES,CA,91364,3,"CALIBER HOME LOANS, INC.",,,,,,,
5685026029,1/2/2018,Multi-Family,1835 N WOODROW AVE,LOS ANGELES,CA,90041,14,"Financial Freedom, a division of CIT bank.",,,,,,,
2157006070,11/14/2018,Single Family,18360   COLLINS,LOS ANGELES,CA,91356,3,bayview,,,,,,,
2258026059,1/1/2018,Single Family,5229 N BALBOA BLVD,ENCINO,CA,91356,5,Deutsche Bank c/o Select Portfolio Servicing,,,,,,,
6120016043,12/21/2018,Single Family,850 W 157TH ST,LOS ANGELES,CA,90247,15,Mr. Cooper,,,,,,,
5028006062,7/27/2018,Single Family,4431 W DON RICARDO DR 1-24,LOS ANGELES,CA,90008,8,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
2718022016,1/15/2018,Single Family,10901 N DES MOINES AVE,LOS ANGELES,CA,91326,12,Shellpoint Mortgage Servicing,,,,,,,
2246024026,1/11/2018,Multi-Family,5727 N WOODMAN AVE,LOS ANGELES,CA,91401,2,"Trustee Corps, Bayview Loan Servicing",,,,,,,
4443010001,11/19/2018,Single Family,18000 W SEA REEF DR,LOS ANGELES,CA,90272,11,Secured Income Fund-II LLC,,,,,,,
5579030019,11/15/2018,Single Family,3394 N NORTH KNOLL DR,LOS ANGELES,CA,90068,4,JP Morgan Chase NA,,,,,,,
6057017018,5/19/2018,Single Family,1947 W 96TH ST,LOS ANGELES,CA,90047,8,Shellpoint Mortgage,,,,,,,
2669018022,10/23/2018,Single Family,10028 N GAYNOR AVE,LOS ANGELES,CA,91343,12,Loancare,,,,,,,
5209031014,12/17/2018,Multi-Family,4412 E RADIUM DR,LOS ANGELES,CA,90032,14,"Aspen Properties Group, LLC",,,,,,,
5588019001,1/1/2018,Single Family,2500 N GLENDOWER AVE,LOS ANGELES,CA,90027,4,U.S. Bank NA C/O Select Portfolio Servicing,,,,,,,
2210006011,9/5/2018,Single Family,14826 W WILLARD ST,LOS ANGELES,CA,91402,6,US BANK NA co SELECT PORTFOLIO SERVICING,,,,,,,
4286017044,1/1/2018,Single Family,245 S MAIN ST,LOS ANGELES,CA,90291,11,"US BANK NA, c/o Select Portfolio Servicing",,,,,,,
2307010014,12/6/2018,Single Family,12167 W KESWICK ST,LOS ANGELES,CA,91605,2,PHH - LOGS,,,,,,,
2325021029,11/10/2018,Single Family,6507 N TEESDALE AVE,LOS ANGELES,CA,91606,2,"Real Property Trustee, Inc.",,,,,,,
2156027109,1/1/2018,Single Family,18555 W COLLINS ST,TARZANA,CA,91356,3,Bank of New York Mellon c/o Select Portfolio Servicing,,,,,,,
5529003071,12/12/2018,Single Family,850 N CROFT AVE,LOS ANGELES,CA,90069,5,Mr. Cooper,,,,,,,
2040042001,11/15/2018,Single Family,5801 N CAPISTRANO AVE,LOS ANGELES,CA,91367,3,Wells Fargo Bank N.A.,,,,,,,
2722030004,6/1/2018,Single Family,21608 W LOS ALIMOS ST,LOS ANGELES,CA,91311,12,Fay Servicing LLC - Eric Moore,,,,,,,
4295012006,10/10/2018,Single Family,300 W TAHITI WAY,LOS ANGELES,CA,90292,11,Wells Fargo Bank N.A.,,,,,,,
2638016028,11/14/2018,Single Family,8627 N HAZELTINE AVE,LOS ANGELES,CA,91402,6,Flagstar BANK,,,,,,,
2182012011,12/11/2018,Single Family,4905 N ENFIELD AVE,LOS ANGELES,CA,91316,5,JP Morgan Chase NA,,,,,,,
5454029009,12/12/2018,Multi-Family,3116 E CHAUCER ST,LOS ANGELES,CA,90065,1,Mr. Cooper,,,,,,,
6016025022,11/2/2018,Single Family,1832 W 69TH ST,LOS ANGELES,CA,90047,8,Val-Chris Investment,,,,,,,
2524020007,1/1/2018,Single Family,13362 W DEL SUR ST,LOS ANGELES,CA,91340,7,"Deutsche Bank, c/o Select Portfolio Servicing",,,,,,,
6033002030,11/27/2018,Single Family,1345 W 85TH ST,LOS ANGELES,CA,90044,8,"Trustee Corps, Bayview Loan Servicing",,,,,,,
2782033024,1/1/2018,Single Family,19925 W GRESHAM ST,LOS ANGELES,CA,91324,12,Wells Fargo c/o Select Portfolio Servicing,,,,,,,
5475021001,11/8/2018,Single Family,4680 E NOB HILL DR,LOS ANGELES,CA,90065,1,"Ocwen Loan Servicing, LLC",,,,,,,
2608028001,1/1/2018,Single Family,12676 N NEON WAY,LOS ANGELES,CA,91344,12,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
2566004027,11/1/2018,Single Family,10707 N SAMOA AVE,LOS ANGELES,CA,91042,7,Bayview Loan Servicing,,,,,,,
6002012039,11/29/2018,Multi-Family,1401 W 60TH ST,LOS ANGELES,CA,90047,8,BANK OF AMERICA,,,,,,,
6034010023,10/2/2018,Single Family,1643 W 82ND ST,LOS ANGELES,CA,90047,8,"Ocwen Loan Servicing, LLC",,,,,,,
2410001079,12/26/2018,Single Family,10950  SATICOY,LOS ANGELES,CA,91352,2,"PLAZA HOME MORTGAGE, INC.",,,,,,,
2226016002,11/6/2018,Single Family,16638 W WYANDOTTE ST,LOS ANGELES,CA,91406,6,Carrington Mortgage Services,,,,,,,
2504001025,12/18/2018,Single Family,13375 N PHILLIPPI AVE,LOS ANGELES,CA,91342,7,Fay Servicing LLC - Eric Moore,,,,,,,
5101010006,10/26/2018,Single Family,351 E 56TH ST,LOS ANGELES,CA,90011,9,DEUTSCHE BK NATL TRUST CO,,,,,,,
2120003014,10/15/2018,Single Family,17818 W LULL ST,LOS ANGELES,CA,91335,12,CALIBER HOME LOANS,,,,,,,
2656003027,5/25/2018,Single Family,9831 N SEPULVEDA BLVD,NORTH HILLS,CA,91343,7,Wells Fargo Bank N.A.,,,,,,,
2206037110,1/1/2018,Single Family,15741 W WYANDOTTE ST,VAN NUYS,CA,91406,6,US Bank c/o Select Portfolio Servicing,,,,,,,
2625002028,10/22/2018,Single Family,13219 W BROMWICH ST,LOS ANGELES,CA,91331,6,"HomeBridge Financial Services, Inc.",,,,,,,
5080034028,10/23/2018,Multi-Family,1157 S IROLO ST,LOS ANGELES,CA,90006,10,US Bank NA as Trustee for LSF9 Master Participation Trust,,,,,,,
4362026016,12/19/2018,Single Family,795 N BEVERLY GLEN BLVD,LOS ANGELES,CA,90077,5,Mr. Cooper,,,,,,,
5493029006,1/2/2018,Single Family,211 N CHESTNUT AVE,LOS ANGELES,CA,90042,14,US Bank National Association,,,,,,,
2728029018,10/5/2018,Single Family,18856 W BEECHTREE LANE,LOS ANGELES,CA,91326,12,OCWEN FINANCIAL CORPORATION,,,,,,,
5529003071,1/8/2018,Single Family,850 N CROFT AVE,LOS ANGELES,CA,90069,5,Nationstar Mortgage LLC,,,,,,,
6033009031,12/5/2018,Single Family,1224 W 81ST ST,LOS ANGELES,CA,90044,8,PHH - LOGS,,,,,,,
2607012019,12/14/2018,Single Family,11740 N SHOSHONE AVE,LOS ANGELES,CA,91344,12,Mr. Cooper,,,,,,,
2336021038,7/5/2018,Single Family,11050 W DEBBY ST,LOS ANGELES,CA,91606,2,Shellpoint Mortgage Servicing,,,,,,,
2034018005,11/12/2018,Single Family,6563 N FRANRIVERS AVE,LOS ANGELES,CA,91307,12,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2779014011,12/17/2018,Single Family,21341 W COMMUNITY ST,LOS ANGELES,CA,91304,3,Mr. Cooper,,,,,,,
5081019014,1/1/2018,Single Family,1101 S ARLINGTON AVE,OLD APN,CA,99999,10,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
2646019019,11/28/2018,Single Family,13595 W GAGER ST,LOS ANGELES,CA,91331,7,"REDWOOD BPL HOLDINGS, INC. C/O FCI LENDER SERVICES, INC.",,,,,,,
2357017018,1/3/2018,Single Family,12800 W LA MAIDA ST,LOS ANGELES,CA,91607,4,Mr. Cooper,,,,,,,
2184022002,1/1/2018,Single Family,17941 W KAREN DR,LOS ANGELES,CA,91316,5,"Wells Fargo Bank, N.A C/O Select Portfolio Servicing",,,,,,,
5424003029,1/1/2018,Single Family,2311 W SCOTT AVE,LOS ANGELES,CA,90026,13,"Deutsche Bank, c/o Select Portfolio Servicing",,,,,,,
2706015012,1/1/2018,Single Family,10353 N OKLAHOMA AVE,LOS ANGELES,CA,91311,12,"US BANK NA, c/o Select Portfolio Servicing",,,,,,,
4371038018,10/30/2018,Vacant Residential,1625 N CRATER LANE,LOS ANGELES,CA,90077,5,SUPERIOR LOAN SERVICING,,,,,,,
2650022002,11/28/2018,Single Family,14637 W MUMFORD ST,LOS ANGELES,CA,91402,6,JP Morgan Chase NA,,,,,,,
6032028007,10/30/2018,Single Family,529 W 80TH ST,LOS ANGELES,CA,90044,8,"Wilshiire Avalon Realty Group, LLC",,,,,,,
2731013019,10/25/2018,Single Family,10424 N RESEDA BLVD,LOS ANGELES,CA,91326,12,"CIT BANK, N.A.",,,,,,,
2601032045,10/31/2018,Single Family,17853 W RIDGEWAY RD,LOS ANGELES,CA,91344,12,Loancare,,,,,,,
5312021051,1/9/2018,Single Family,6210 N LOMITAS DR,LOS ANGELES,CA,90042,14,Nationstar Mortgage LLC,,,,,,,
5213031019,1/5/2018,Multi-Family,4649 E BUTTERFLY LANE,LOS ANGELES,CA,90032,14,"Fay Servicing, LLC",,,,,,,
2543027004,1/23/2018,Single Family,9995 N WORNOM AVE,LOS ANGELES,CA,91040,7,Wells Fargo Bank N.A.,,,,,,,
5058012006,10/18/2018,Single Family,2448 S GRAMERCY PARK,LOS ANGELES,CA,90018,10,"HomeBridge Financial Services, Inc.",,,,,,,
5590022022,12/17/2018,Single Family,4511 W KINGSWELL AVE,LOS ANGELES,CA,90027,4,Fay Servicing LLC - Eric Moore,,,,,,,
5074016019,1/10/2018,Single Family,1815 S WESTMORELAND BLVD,LOS ANGELES,CA,90006,10,CALIBER HOME LOANS,,,,,,,
5443030029,11/18/2018,Vacant Residential,1914 W MODJESKA ST,LOS ANGELES,CA,90039,13,HARLAN HELVEY,,,,,,,
5462006015,12/18/2018,Single Family,3560 E LAVELL DR,LOS ANGELES,CA,90065,1,Mr. Cooper,,,,,,,
2119014008,10/10/2018,Single Family,7435 N ETIWANDA AVE,LOS ANGELES,CA,91335,3,BANK OF AMERICA,,,,,,,
2012024007,9/19/2018,Single Family,22344 W BURTON ST,,CA,,3,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
6108021002,11/20/2018,Single Family,1531 W 184TH ST,LOS ANGELES,CA,90248,15,PHH mortgage,,,,,,,
2769016009,1/12/2018,Single Family,8817 N LINDLEY AVE,LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,,,,,,,
6120026022,9/5/2018,Single Family,514 W 156TH ST,LOS ANGELES,CA,90248,15,Shellpoint Mortgage Servicing,,,,,,,
4493033059,1/3/2018,Single Family,2081 N CITY VISTA DR,LOS ANGELES,CA,90049,11,JP Morgan Chase NA,,,,,,,
6023002029,1/1/2018,Single Family,707 E 73RD ST,LOS ANGELES,CA,90001,9,U.S. Bank NA C/O Select Portfolio Servicing,,,,,,,
2281006003,11/2/2018,Single Family,4233 N WOODCLIFF RD,LOS ANGELES,CA,91403,4,US Bank National Assn,,,,,,,
2779014011,1/15/2018,Single Family,21341 W COMMUNITY ST,LOS ANGELES,CA,91304,3,Nationstar Mortgage,,,,,,,
5054026002,4/27/2018,Non-Residential,01407  W 25TH ST,LOS ANGELES,CA,90007,8,Shellpoint Mortgage Services,,,,,,,
2762017017,9/17/2018,Single Family,19230 W CALAHAN ST,LOS ANGELES,CA,91324,12,HOME POINT FINANCIAL CORPORATION,,,,,,,
2528034004,10/16/2018,Single Family,10545 W MCBROOM ST,LOS ANGELES,CA,91040,7,"Ocwen Loan Servicing, LLC",,,,,,,
2733003035,7/8/2018,Single Family,10627 N ZELZAH AVE,,CA,,12,"Ocwen Loan Servicing, LLC",,,,,,,
2135024009,10/16/2018,Single Family,6847 N OAKDALE AVE,LOS ANGELES,CA,91306,3,Federal National Mortgage Association,,,,,,,
6061010022,10/18/2018,Single Family,737 W 107TH ST,LOS ANGELES,CA,90044,8,BAYVIEW LOAN SERVICING C/O PEAK FORECLOSURE,,,,,,,
2681020004,12/5/2018,Single Family,16440 W INDEX ST,LOS ANGELES,CA,91344,12,Celink,,,,,,,
5131001016,12/18/2018,Multi-Family,754 E 17TH ST,LOS ANGELES,CA,90021,14,CitiMortgage,,,,,,,
5457023023,1/1/2018,Single Family,2787 W ESTARA AVE,LOS ANGELES,CA,90065,1,Wells Fargo Bank NA C/O Select Portfolio Servicing,,,,,,,
2315006015,11/8/2018,Single Family,7710 N BONNER AVE,LOS ANGELES,CA,91352,6,"Ocean 18, LLC",,,,,,,
2656001020,12/24/2018,Single Family,9807 N MARKLEIN AVE,LOS ANGELES,CA,91343,7,Freedom Mortgage,,,,,,,
2338006032,12/12/2018,Single Family,6124 N HAZELHURST PL,LOS ANGELES,CA,91606,2,Mr. Cooper,,,,,,,
6074016034,8/3/2018,Multi-Family,159 W 110TH ST,LOS ANGELES,CA,90061,8,Fannie Mae,,,,,,,
2779022240,1/1/2018,Single Family,8601 N INTERNATIONAL AVE,CANOGA PARK,CA,93063,3,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
4314026019,11/7/2018,Single Family,3215 S CHEVIOT VISTA PL,LOS ANGELES,CA,90034,5,"P3 West LA, LLC",,,,,,,
4326003033,1/11/2018,Single Family,10550 W WILSHIRE BLVD 1-50,,CA,,5,"Ocwen Loan Servicing, LLC",,,,,,,
2109018006,1/31/2018,Single Family,21025 W STAGG ST,,CA,,3,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
5175018016,1/1/2018,Multi-Family,2205 E SHERIDAN ST,LOS ANGELES,CA,90033,14,"US BANK NA, c/o Select Portfolio Servicing",,,,,,,
2651012111,10/16/2018,Single Family,9000 N WILLIS AVE,LOS ANGELES,CA,91402,6,"Ocwen Loan Servicing, LLC",,,,,,,
6014015006,1/9/2018,Single Family,1238 W 66TH ST,LOS ANGELES,CA,90044,8,Rushmore Loan Management Services LLC,,,,,,,
5083019019,1/1/2018,Multi-Family,1214 S LONGWOOD AVE,LOS ANGELES,CA,90019,10,Wilmington Trust NA C/O Select Portfolio Servicing,,,,,,,
7452002023,1/1/2018,Single Family,1492 W SEPULVEDA ST,SAN PEDRO,CA,90732,15,ABS REO TRUST II C/O Select Portfolio Servicing,,,,,,,
6018018026,1/1/2018,Single Family,7711 S HARVARD BLVD,LOS ANGELES,CA,90047,8,"Deutsche Bank, c/o Select Portfolio Servicing",,,,,,,
2274028002,1/1/2018,Single Family,4050 N CAMINO DE LA CUMBRE,LOS ANGELES,CA,91423,4,"Wells Fargo Bank, N.A C/O Select Portfolio Servicing",,,,,,,
2103013026,1/1/2018,Single Family,18824 W ARMINTA ST,LOS ANGELES,CA,91335,3,"Wells Fargo Bank, NA, c/o Select Portfolio Servicing",,,,,,,
2115002012,1/15/2018,Single Family,7414 N WINNETKA AVE,LOS ANGELES,CA,91306,3,Shellpoint Mortgage Servicing,,,,,,,
6084012013,12/18/2018,Single Family,700 E 116TH PL,LOS ANGELES,CA,90059,15,Mr. Cooper,,,,,,,
4325001114,2/13/2018,Single Family,10724 W WILSHIRE BLVD 1-157,,CA,,5,JP Morgan Chase NA,,,,,,,
2161018035,12/18/2018,Single Family,5230 N RESEDA BLVD,,CA,,3,Mr. Cooper,,,,,,,
2151009016,12/18/2018,Single Family,5647 N WINNETKA AVE,LOS ANGELES,CA,91367,3,Mr. Cooper,,,,,,,
2315006005,1/1/2018,Single Family,7737 N CASE AVE,LOS ANGELES,CA,91352,6,"U.S. Bank, N.A., C/O Select Portfolio Servicing",,,,,,,
2119004007,10/4/2018,Single Family,18165 W HATTON ST,LOS ANGELES,CA,91335,12,Wells Fargo Bank NA c/o Select Portfolio Servicing,,,,,,,
2329020009,2/5/2018,Single Family,6728 N VARNA AVE,LOS ANGELES,CA,91401,2,"SETERUS, INC",,,,,,,
2024036012,1/1/2018,Single Family,6849 N NITA AVE,LOS ANGELES,CA,91303,3,"Deutsche Bank, c/o Select Portfolio Servicing",,,,,,,
4326003069,12/18/2018,Single Family,10550 W WILSHIRE BLVD 1-50,,CA,,5,JP Morgan Chase NA,,,,,,,
2118027020,1/9/2018,Single Family,7252 N CAPPS AVE,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,,,,,,,
5466013006,12/13/2018,Single Family,625 N DIMMICK DR,LOS ANGELES,CA,90065,1,Mr. Cooper,,,,,,,
2688029052,11/6/2018,Single Family,16834 W KLEE ST,LOS ANGELES,CA,91343,12,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2711015039,1/10/2018,Single Family,17600 W LAHEY ST,LOS ANGELES,CA,91344,12,Bank of America,,,,,,,
2644027181,10/12/2018,Single Family,9431 N WOODMAN AVE,,CA,,6,U.S. Bank NA as Trustee for LSF9 Master Participation Trust,,,,,,,
2656021069,10/26/2018,Single Family,9324 N BURNET AVE,LOS ANGELES,CA,91343,7,Freedom Mortgage,,,,,,,
2245029018,1/3/2018,Single Family,14117 W EMELITA ST,VAN NUYS,CA,91401,4,"Ocwen Loan Servicing, LLC",,,,,,,
2653020094,10/22/2018,Single Family,8355  WILLIS AVE,LOS ANGELES,CA,91402,6,"HSBC Bank USA, N.A., c/o Select Portfolio Servicing",,,,,,,
5534019014,1/9/2018,Single Family,5801 W LEXINGTON AVE,HOLLYWOOD,CA,90038,13,Bank of America,,,,,,,
5131021010,10/30/2018,Single Family,925 E 25TH ST,LOS ANGELES,CA,90011,9,Value Loan Portfolio LLC,,,,,,,
2580018255,1/1/2018,Single Family,13151 N MIRA MAR DR,LOS ANGELES,CA,91342,7,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
5589002011,12/20/2018,Single Family,2071 N LAUGHLIN PARK DR,LOS ANGELES,CA,90027,4,Mr. Cooper,,,,,,,
6017004030,12/18/2018,Multi-Family,7219 S CIMARRON ST,LOS ANGELES,CA,90047,8,Mr. Cooper,,,,,,,
2728029016,1/4/2018,Single Family,18853 W BEECHTREE LANE,LOS ANGELES,CA,91326,12,"Ocwen Loan Servicing, LLC",,,,,,,
4114004046,1/1/2018,Single Family,7551 W SHORE CLIFF DR,LOS ANGELES,CA,90045,11,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
2146031147,1/1/2018,Single Family,5720 N OWENSMOUTH AVE,LOS ANGELES,CA,91367,3,"HSBC Bank USA, N.A. C/O Select Portfolio Servicing",,,,,,,
5548008045,1/2/2018,Single Family,1626 1/2 N FORMOSA AVE,HOLLYWOOD,CA,90046,4,Wells Fargo Bank NA C/O Select Portfolio Servicing,,,,,,,
6067007032,10/31/2018,Single Family,10914 S ANZAC AVE,LOS ANGELES,CA,90059,15,"Ocwen Loan Servicing, LLC",,,,,,,
2607012019,5/8/2018,Single Family,11740 N SHOSHONE AVE,LOS ANGELES,CA,91344,12,Nationstar Mortgage,,,,,,,
4240007022,1/4/2018,Single Family,202 S 4TH AVE,LOS ANGELES,CA,90291,11,"Ocwen Loan Servicing, LLC",,,,,,,
2616025026,5/25/2018,Single Family,13863 W EUSTACE ST,LOS ANGELES,CA,91331,7,Shellpoint Mortgage,,,,,,,
5042015033,11/21/2018,Single Family,3777 S RUTHELEN ST,LOS ANGELES,CA,90018,8,"Cardenas Three, LLC",,,,,,,
5014009020,11/27/2018,Single Family,5001 S 7TH AVE,LOS ANGELES,CA,90043,8,"Aspen Properties Group, LLC",,,,,,,
2417007033,10/10/2018,Single Family,10455 W CHANDLER BLVD,LOS ANGELES,CA,91601,2,Tsasu LLC,,,,,,,
2238022007,11/28/2018,Single Family,14042 W HAMLIN ST,VAN NUYS,CA,91401,2,Mr. Cooper,,,,,,,
5306013008,9/4/2018,Vacant Residential,3810 N LOCKE AVE,LOS ANGELES,CA,90032,14,"Danco, Inc.",,,,,,,
